time_log,id,ax,ay,az,gx,gy,gz,AGL,altitude,velocity,pressure,latitude,longitude,time,state
2023-08-01-14:40:31,2330,0,0,0,0,0,0,24.06,1441.06,0,85164,-1.105953333,36.97588633,11402700,0
2023-08-01-14:40:32,2331,-0.81,1.08,10.61,-0.05,0.01,-0.02,23.96,1440.96,0,85168,-1.105953333,36.97588633,11402700,0
2023-08-01-14:40:32,2332,-0.81,1.07,10.6,-0.05,0.01,-0.02,24.34,1441.34,0,85176,-1.105953333,36.97588633,20230601,0
2023-08-01-14:40:32,2333,-0.8,1.07,10.61,-0.05,0.01,-0.02,23.96,1440.96,0,85172,-1.105953333,36.97588633,20230601,0
2023-08-01-14:40:32,2334,-0.8,1.07,10.6,-0.05,0,-0.02,23.86,1440.86,0.76,85175,-1.105953333,36.97588633,20230601,0
2023-08-01-14:40:32,2335,-0.8,1.07,10.6,-0.05,0.01,-0.02,23.86,1440.86,-0.01,85174,-1.105953333,36.97588633,20230601,0
2023-08-01-14:40:33,2336,-0.81,1.07,10.61,-0.19,0.02,-0.09,23.86,1440.86,-0.01,85170,-1.105954,36.97588667,11402800,0
2023-08-01-14:40:33,2337,-0.8,1.07,10.59,-0.05,0,-0.02,-1.31,1415.69,-0.15,85171,-1.105954,36.97588667,11402800,0
2023-08-01-14:40:33,2338,-0.81,1.07,10.6,-0.05,0.01,-0.02,24.25,1441.25,0.01,85175,-1.105954,36.97588667,20230601,0
2023-08-01-14:40:33,2339,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.67,1440.67,0.37,85176,-1.105954,36.97588667,20230601,0
2023-08-01-14:40:33,2340,-0.81,1.07,10.59,-0.05,0.01,-0.02,23.77,1440.77,-0.01,85169,-1.105954,36.97588667,20230601,0
2023-08-01-14:40:33,2341,-0.81,1.07,10.61,-0.19,0.02,-0.09,23.86,1440.86,0,85168,-1.105954333,36.97588667,11402900,0
2023-08-01-14:40:34,2342,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.58,1440.58,-0.01,85176,-1.105954333,36.97588667,11402900,0
2023-08-01-14:40:34,2343,-0.79,1.07,10.6,-0.05,0,-0.02,23.86,1440.86,0,85174,-1.105954333,36.97588667,20230601,0
2023-08-01-14:40:34,2344,-0.81,1.07,10.59,-0.05,0.01,-0.02,24.34,1441.34,89.86,85180,-1.105954333,36.97588667,20230601,0
2023-08-01-14:40:34,2345,-0.81,1.07,10.59,-0.19,0.02,-0.09,23.77,1440.77,0,85177,-1.105954333,36.97588667,20230601,0
2023-08-01-14:40:34,2346,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.58,1440.58,0,85180,-1.105954333,36.97588667,20230601,0
2023-08-01-14:40:34,2347,-0.81,1.07,10.59,-0.05,0.01,-0.02,23.96,1440.96,-0.01,85174,-1.105954167,36.9758865,11403000,0
2023-08-01-14:40:35,2348,-0.8,1.07,10.61,-0.05,0.01,-0.02,23.86,1440.86,0.37,85170,-1.105954167,36.9758865,11403000,0
2023-08-01-14:40:35,2349,-0.8,1.07,10.59,-0.05,0.01,-0.02,24.25,1441.25,92.61,85169,-1.105954167,36.9758865,20230601,0
2023-08-01-14:40:35,2350,-0.81,1.07,10.59,-0.19,0.02,-0.09,23.67,1440.67,0,85172,-1.105954167,36.9758865,20230601,0
2023-08-01-14:40:35,2351,-0.8,1.07,10.59,-0.05,0.01,-0.02,24.06,1441.06,0.01,85170,-1.105954167,36.9758865,20230601,0
2023-08-01-14:40:35,2352,-0.8,1.08,10.6,-0.05,0,-0.02,24.15,1441.15,0,85168,-1.105953333,36.97588683,11403100,0
2023-08-01-14:40:36,2353,-0.81,1.07,10.61,-0.05,0.01,-0.02,23.29,1440.29,-0.01,85175,-1.105953333,36.97588683,11403100,0
2023-08-01-14:40:36,2354,-0.8,1.06,10.58,-0.05,0.01,-0.02,23.48,1440.48,0,85173,-1.105953333,36.97588683,20230601,0
2023-08-01-14:40:36,2355,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.39,1440.39,-0.01,85176,-1.105953333,36.97588683,20230601,0
2023-08-01-14:40:36,2356,-0.81,1.07,10.58,-0.05,0,-0.02,24.06,1441.06,128.96,85179,-1.105953333,36.97588683,20230601,0
2023-08-01-14:40:36,2357,-0.81,1.07,10.6,-0.05,0,-0.02,23.86,1440.86,0.79,85166,-1.105953333,36.97588683,20230601,0
2023-08-01-14:40:37,2358,-0.8,1.07,10.59,-0.05,0.01,-0.02,23.96,1440.96,0,85167,-1.1059525,36.97588667,11403200,0
2023-08-01-14:40:37,2359,-1.62,2.13,21.17,-0.05,0,-0.02,24.25,1441.25,0,85171,-1.1059525,36.97588667,20230601,0
2023-08-01-14:40:37,2360,-0.81,1.06,10.58,-0.05,0.01,-0.02,24.25,1441.25,0,85171,-1.1059525,36.97588667,20230601,0
2023-08-01-14:40:37,2361,-0.82,1.07,10.6,-0.05,0,-0.02,24.25,1441.25,0.01,85169,-1.1059525,36.97588667,20230601,0
2023-08-01-14:40:37,2362,-0.8,1.07,10.61,-0.05,0,-0.02,23.77,1440.77,91.2,85169,-1.1059525,36.97588667,20230601,0
2023-08-01-14:40:37,2363,-0.81,1.07,10.61,-0.05,0.01,-0.02,24.44,1441.44,89.85,85168,-1.1059535,36.975887,11403300,0
2023-08-01-14:40:38,2364,-0.8,1.07,10.59,-0.05,0.01,-0.02,23.86,1440.86,0,85176,-1.1059535,36.975887,11403300,0
2023-08-01-14:40:38,2365,-0.8,1.06,10.59,-0.05,0.01,-0.02,24.44,1441.44,0,85165,-1.1059535,36.975887,20230601,0
2023-08-01-14:40:38,2366,-0.8,1.07,10.58,-0.05,0.01,-0.02,24.15,1441.15,0.8,85174,-1.1059535,36.975887,20230601,0
2023-08-01-14:40:38,2367,-0.81,1.07,10.6,-0.05,0,-0.02,23.67,1440.67,-0.01,85180,-1.1059535,36.975887,20230601,0
2023-08-01-14:40:38,2368,-1.6,2.15,21.18,-0.05,0.01,-0.02,24.34,1441.34,0,85176,-1.1059535,36.975887,20230601,0
2023-08-01-14:40:38,2369,-0.81,1.07,10.61,-0.05,0.01,-0.02,23.96,1440.96,0.8,85170,-1.105953667,36.97588667,11403400,0
2023-08-01-14:40:39,2370,-0.81,1.07,10.6,-0.05,0,-0.02,24.44,1441.44,0,85173,-1.105953667,36.97588667,20230601,0
2023-08-01-14:40:39,2371,-0.79,1.06,10.6,-0.05,0,-0.02,23.67,1440.67,-0.01,85177,-1.105953667,36.97588667,20230601,0
2023-08-01-14:40:39,2372,-0.82,1.07,10.58,-0.05,0.01,-0.02,23.86,1440.86,0.85,85179,-1.105953667,36.97588667,20230601,0
2023-08-01-14:40:39,2373,0,0,0,0,0,0,23.96,1440.96,-0.01,85177,-1.105953667,36.97588667,20230601,0
2023-08-01-14:40:39,2374,-0.8,1.06,10.59,-0.05,0.01,-0.02,24.15,1441.15,0,85171,-1.105952833,36.97588633,11403500,0
2023-08-01-14:40:39,2375,-0.81,1.07,10.59,-0.05,0,-0.02,24.54,1441.54,0.85,85177,-1.105952833,36.97588633,11403500,0
2023-08-01-14:40:40,2376,-0.8,1.07,10.6,-0.05,0,-0.02,24.82,1441.82,0,85163,-1.105952833,36.97588633,20230601,0
2023-08-01-14:40:40,2377,-0.81,1.07,10.59,-0.19,0.02,-0.09,24.15,1441.15,0,85169,-1.105952833,36.97588633,20230601,0
2023-08-01-14:40:40,2378,-0.8,1.07,10.6,-0.05,0,-0.02,23.86,1440.86,91.22,85171,-1.105952833,36.97588633,20230601,0
2023-08-01-14:40:40,2379,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.77,1440.77,0.81,85173,-1.105952667,36.9758865,11403600,0
2023-08-01-14:40:40,2380,-0.81,1.06,10.59,-0.19,0.02,-0.09,24.34,1441.34,0.82,85168,-1.105952667,36.9758865,11403600,0
2023-08-01-14:40:41,2381,-0.81,1.08,10.6,-0.05,0,-0.02,24.34,1441.34,0,85169,-1.105952667,36.9758865,20230601,0
2023-08-01-14:40:41,2382,-0.81,1.07,10.59,-0.05,0,-0.02,23.48,1440.48,-0.01,85172,-1.105952667,36.9758865,20230601,0
2023-08-01-14:40:41,2383,-0.8,1.07,10.6,-0.19,0.02,-0.09,23.86,1440.86,0,85177,-1.105952667,36.9758865,20230601,0
2023-08-01-14:40:41,2384,-0.81,1.07,10.59,-0.05,0.01,-0.02,24.25,1441.25,0,85169,-1.105952667,36.9758865,20230601,0
2023-08-01-14:40:41,2385,-0.81,1.08,10.6,-0.05,0.01,-0.02,24.06,1441.06,0,85169,-1.105953167,36.975887,11403700,0
2023-08-01-14:40:41,2386,-1.61,2.13,21.19,-0.05,0,-0.02,23.58,1440.58,0,85170,-1.105953167,36.975887,11403700,0
2023-08-01-14:40:42,2387,-0.81,1.06,10.58,-0.05,0.01,-0.02,23.86,1440.86,0.01,85174,-1.105953167,36.975887,20230601,0
2023-08-01-14:40:42,2388,-0.8,1.07,10.59,-0.05,0.01,-0.02,23.58,1440.58,0,85177,-1.105953167,36.975887,20230601,0
2023-08-01-14:40:44,2389,-0.8,1.08,10.59,-0.05,0,-0.02,24.15,1441.15,92.67,85175,-1.105953167,36.975887,20230601,0
2023-08-01-14:40:44,2390,0,0,0,0,0,0,23.67,1440.67,0,85176,-1.105953167,36.975887,20230601,0
2023-08-01-14:40:44,2391,0,0,0,0,0,0,23.77,1440.77,-0.01,85174,-1.105953333,36.97588733,11403800,0
2023-08-01-14:40:44,2392,-0.81,1.07,10.6,-0.05,0,-0.02,23.96,1440.96,0,85175,-1.105953333,36.97588733,20230601,0
2023-08-01-14:40:44,2393,-0.81,1.08,10.6,-0.05,0,-0.02,23.96,1440.96,0,85172,-1.105953333,36.97588733,20230601,0
2023-08-01-14:40:44,2394,-1.61,2.15,21.17,-0.05,0,-0.02,23.58,1440.58,0,85171,-1.105953333,36.97588733,20230601,0
2023-08-01-14:40:44,2395,0,0,0,0,0,0,23.48,1440.48,0,85179,-1.105953333,36.97588733,20230601,0
2023-08-01-14:40:44,2396,-0.81,1.07,10.59,-0.05,0.01,-0.02,24.06,1441.06,0.01,85179,-1.105953333,36.97588733,20230601,0
2023-08-01-14:40:44,2397,-0.8,1.07,10.58,-0.05,0,-0.02,23.86,1440.86,0,85177,-1.1059555,36.97588717,11403900,0
2023-08-01-14:40:44,2398,-0.81,1.07,10.6,-0.05,0,-0.02,23.58,1440.58,0,85177,-1.1059555,36.97588717,20230601,0
2023-08-01-14:40:44,2399,-0.8,1.06,10.6,-0.05,0.01,-0.02,23.48,1440.48,0,85180,-1.1059555,36.97588717,20230601,0
2023-08-01-14:40:44,2400,0,0,0,0,0,0,23.67,1440.67,0,85176,-1.1059555,36.97588717,20230601,0
2023-08-01-14:40:44,2401,-0.81,1.07,10.59,-0.05,0,-0.02,23.1,1440.1,-0.01,85177,-1.1059555,36.97588717,20230601,0
2023-08-01-14:40:44,2402,-0.81,1.07,10.58,-0.05,0,-0.02,23.58,1440.58,0.86,85170,-1.105956833,36.97588633,11404000,0
2023-08-01-14:40:45,2403,-0.8,1.06,10.59,-0.05,0,-0.02,23.48,1440.48,0,85177,-1.105956833,36.97588633,11404000,0
2023-08-01-14:40:45,2404,-0.81,1.07,10.59,-0.05,0,-0.02,23.77,1440.77,0,85177,-1.105956833,36.97588633,20230601,0
2023-08-01-14:40:45,2405,-0.81,1.06,10.6,-0.05,0,-0.02,23.48,1440.48,0.01,85181,-1.105956833,36.97588633,20230601,0
2023-08-01-14:40:45,2406,-0.8,1.07,10.59,-0.05,0,-0.02,23.48,1440.48,0,85178,-1.105956833,36.97588633,20230601,0
2023-08-01-14:40:45,2407,-0.81,1.07,10.59,-0.05,0,-0.02,23.48,1440.48,-0.01,85177,-1.105956833,36.97588633,20230601,0
2023-08-01-14:40:46,2408,-0.8,1.07,10.59,-0.05,0.01,-0.02,23.86,1440.86,0,85173,-1.105958167,36.9758865,11404100,0
2023-08-01-14:40:46,2409,-0.8,1.07,10.58,-0.05,0.01,-0.02,23.77,1440.77,0.01,85176,-1.105958167,36.9758865,20230601,0
2023-08-01-14:40:46,2410,-0.81,1.08,10.59,-0.05,0,-0.02,23.29,1440.29,0,85177,-1.105958167,36.9758865,20230601,0
2023-08-01-14:40:46,2411,-0.81,1.07,10.58,-0.05,0,-0.02,23.39,1440.39,0,85175,-1.105958167,36.9758865,20230601,0
2023-08-01-14:40:46,2412,-0.8,1.07,10.59,-0.05,0,-0.02,24.06,1441.06,0.01,85179,-1.105958167,36.9758865,20230601,0
2023-08-01-14:40:46,2413,-1.61,2.15,21.19,-0.05,0.01,-0.02,23.58,1440.58,0,85181,-1.105956833,36.97588667,11404200,0
2023-08-01-14:40:47,2414,-0.81,1.07,10.6,-0.05,0,-0.02,23.29,1440.29,0.3,85177,-1.105956833,36.97588667,11404200,0
2023-08-01-14:40:47,2415,-0.81,1.07,10.59,-0.05,0,-0.02,24.06,1441.06,0.01,85172,-1.105956833,36.97588667,20230601,0
2023-08-01-14:40:47,2416,-0.81,1.07,10.58,-0.05,0,-0.02,23.48,1440.48,91.27,85178,-1.105956833,36.97588667,20230601,0
2023-08-01-14:40:47,2417,0,0,0,0,0,0,23.77,1440.77,0,85178,-1.105956833,36.97588667,20230601,0
2023-08-01-14:40:47,2418,-0.81,1.07,10.6,-0.05,0,-0.02,23.48,1440.48,0,85174,-1.105956833,36.97588667,20230601,0
2023-08-01-14:40:48,2419,-0.81,1.07,10.59,-0.05,0,-0.02,23.86,1440.86,0,85174,-1.105956333,36.97588667,11404300,0
2023-08-01-14:40:48,2420,-0.81,1.07,10.59,-0.05,0,-0.02,23.86,1440.86,0.01,85168,-1.105956333,36.97588667,11404300,0
2023-08-01-14:40:48,2421,-0.8,1.07,10.59,-0.05,0,-0.02,23.77,1440.77,0,85169,-1.105956333,36.97588667,20230601,0
2023-08-01-14:40:48,2422,-0.8,1.07,10.58,-0.05,0.01,-0.02,23.29,1440.29,-0.01,85176,-1.105956333,36.97588667,20230601,0
2023-08-01-14:40:48,2423,-0.81,1.07,10.59,-0.05,0.01,-0.02,23.48,1440.48,0,85178,-1.105956333,36.97588667,20230601,0
2023-08-01-14:40:49,2424,-0.8,1.07,10.61,-0.05,0,-0.02,23.29,1440.29,-0.01,85180,-1.105955833,36.97588667,11404400,0
2023-08-01-14:40:49,2425,-1.61,2.15,21.17,-0.05,0,-0.02,23.77,1440.77,0,85174,-1.105955833,36.97588667,11404400,0
2023-08-01-14:40:49,2426,-0.81,1.06,10.6,-0.05,0.01,-0.02,23.86,1440.86,0,85174,-1.105955833,36.97588667,20230601,0
2023-08-01-14:40:49,2427,-0.8,1.07,10.59,-0.05,0,-0.02,23.77,1440.77,0,85173,-1.105955833,36.97588667,20230601,0
2023-08-01-14:40:49,2428,-0.81,1.06,10.58,-0.05,0,-0.02,24.06,1441.06,0,85175,-1.105955833,36.97588667,20230601,0
2023-08-01-14:40:49,2429,-0.8,1.07,10.58,-0.05,0,-0.02,23.77,1440.77,91.29,85174,-1.1059565,36.97588667,11404500,0
2023-08-01-14:40:50,2430,-0.81,1.08,10.59,-0.05,0.01,-0.02,23.96,1440.96,0.87,85176,-1.1059565,36.97588667,11404500,0
2023-08-01-14:40:50,2431,-0.81,1.07,10.59,-0.05,0.01,-0.02,24.44,1441.44,0,85179,-1.1059565,36.97588667,20230601,0
2023-08-01-14:40:50,2432,-0.8,1.08,10.6,-0.05,0,-0.02,24.25,1441.25,0.01,85173,-1.1059565,36.97588667,20230601,0
2023-08-01-14:40:50,2433,-0.81,1.06,10.59,-0.05,0,-0.02,24.15,1441.15,0,85170,-1.1059565,36.97588667,20230601,0
2023-08-01-14:40:50,2434,-0.8,1.06,10.59,-0.05,0.01,-0.02,23.39,1440.39,-0.01,85172,-1.1059565,36.97588667,20230601,0
2023-08-01-14:40:51,2435,-0.81,1.08,10.61,-0.05,0,-0.02,23,1440,0,85172,-1.105957,36.97588667,11404600,0
2023-08-01-14:40:51,2436,-0.81,1.07,10.58,-0.05,0,-0.02,-36.23,1380.77,-0.49,85179,-1.105957,36.97588667,20230601,0
2023-08-01-14:40:51,2437,-0.81,1.07,10.59,-0.05,0,-0.02,24.44,1441.44,0.01,85171,-1.105957,36.97588667,20230601,0
2023-08-01-14:40:51,2438,-0.81,1.07,10.6,-0.05,0,-0.02,23.96,1440.96,-0.01,85172,-1.105957,36.97588667,20230601,0
2023-08-01-14:40:51,2439,-0.81,1.08,10.59,-0.05,0,-0.02,24.54,1441.54,0,85175,-1.105957,36.97588667,20230601,0
2023-08-01-14:40:51,2440,-0.81,1.08,10.59,-0.05,0.01,-0.02,24.34,1441.34,0,85165,-1.105957333,36.97588633,11404700,0
2023-08-01-14:40:52,2441,-1.6,2.15,21.17,-0.05,0,-0.02,24.54,1441.54,0.01,85171,-1.105957333,36.97588633,11404700,0
2023-08-01-14:40:52,2442,-0.81,1.07,10.59,-0.05,0,-0.02,24.25,1441.25,0,85169,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:52,2443,-0.81,1.07,10.59,-0.05,0,-0.02,23.86,1440.86,-0.01,85164,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:52,2444,-0.81,1.07,10.59,-0.05,0.01,-0.02,24.54,1441.54,0,85167,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:52,2445,-0.81,1.08,10.58,-0.05,0,-0.02,24.63,1441.63,0,85166,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:52,2446,-0.81,1.06,10.57,-0.05,0,-0.02,24.25,1441.25,0,85172,-1.105957333,36.97588633,11404800,0
2023-08-01-14:40:53,2447,-0.81,1.06,10.6,-0.19,0.02,-0.09,23.86,1440.86,-0.01,85167,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:53,2448,-0.81,1.07,10.58,-0.05,0,-0.02,23.86,1440.86,0,85170,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:53,2449,-0.81,1.07,10.6,-0.05,0.01,-0.02,24.34,1441.34,0.01,85170,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:53,2450,-0.81,1.07,10.58,-0.05,0,-0.02,-3211.05,-1794.05,-21.15,85171,-1.105957333,36.97588633,20230601,0
2023-08-01-14:40:53,2451,-0.8,1.07,10.6,-0.05,0.01,-0.02,24.06,1441.06,-0.01,85174,-1.105957,36.97588633,11404900,0
2023-08-01-14:40:54,2452,-0.8,1.07,10.59,-0.05,0.01,-0.02,23.86,1440.86,0,85172,-1.105957,36.97588633,20230601,0
2023-08-01-14:40:54,2453,-0.81,1.07,10.6,-0.05,0.01,-0.02,23.19,1440.19,-0.01,85178,-1.105957,36.97588633,20230601,0
2023-08-01-14:40:54,2454,-0.81,1.07,10.59,-0.05,0,-0.02,23.96,1440.96,0,85182,-1.105957,36.97588633,20230601,0
2023-08-01-14:40:54,2455,-0.81,1.07,10.59,-0.05,0,-0.02,23.96,1440.96,91.34,85171,-1.105957,36.97588633,20230601,0
2023-08-01-14:40:54,2456,0,0,0,0,0,0,24.34,1441.34,0.01,85176,-1.105957167,36.97588633,11405000,0
